TCID,AppName,EXEDATE,STATUS,RCA(ENV|CODE|DATA|REQ)
113,Hotstar,05.11.19,Fail,DEV|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming
111,TechCrunch,04.09.19,Pass,
88,Zomato,07.18.19,Pass,
85,Instagram,09.09.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
168,Hotstar,08.19.19,Fail,STG|for i in Age|list index out of range|looping
70,Uber,04.02.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
151,ACM,08.04.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
110,Netflix,05.10.19,Fail,STG|for x in range(10)|List out of index [15]|looping
178,Facebook,07.07.19,Pass,
154,Zomato,05.03.19,Pass,
198,UberEats,07.13.19,Pass,
73,Facebook,07.27.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
148,Hotstar,04.12.19,Fail,STG|for i in Age|list index out of range|looping
186,Facebook,09.17.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
10,Uber,06.15.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
76,Facebook,08.04.19,Pass,
112,Guardian,04.06.19,Pass,
5,Guardian,05.05.19,Fail,PROD|import seaborn as sns|seaborn: Package not found|Coloring
166,Facebook,07.28.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
131,Hotstar,05.27.19,Pass,
149,Zomato,09.30.19,Pass,
141,UberEats,08.10.19,Pass,
45,Guardian,05.03.19,Pass,
55,TechCrunch,09.06.19,Fail,PROD|Not compatible with IOS 13|Update not found|Updating
90,Hotstar,07.03.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
100,Facebook,05.04.19,Fail,"PROD|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
117,Uber,06.11.19,Fail,"PROD|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
101,Instagram,05.27.19,Pass,
4,Facebook,06.29.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
51,Facebook,04.15.19,Pass,
100,TechCrunch,08.07.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
39,Guardian,09.26.19,Fail,PROD|Not compatible with IOS 13|Update not found|Updating
168,Uber,09.14.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
168,UberEats,09.20.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
129,ACM,09.22.19,Pass,
114,TechCrunch,05.12.19,Fail,PROD|Not compatible with IOS 13|Update not found|Updating
130,UberEats,04.13.19,Pass,
81,UberEats,06.28.19,Pass,
172,TechCrunch,06.23.19,Pass,
165,Instagram,04.06.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
66,TechCrunch,06.21.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
142,Zomato,04.06.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
21,Guardian,09.16.19,Pass,
154,Uber,08.28.19,Pass,
34,Facebook,07.08.19,Pass,
196,Instagram,05.09.19,Pass,
154,ACM,06.27.19,Pass,
7,Facebook,04.04.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
105,Instagram,06.15.19,Pass,
155,Guardian,08.18.19,Pass,
73,Instagram,08.15.19,Pass,
113,TechCrunch,05.25.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
181,Uber,08.18.19,Pass,
199,TechCrunch,05.26.19,Pass,
126,Instagram,08.25.19,Fail,STG|for i in Age|list index out of range|looping
72,Hotstar,07.01.19,Pass,
182,Facebook,06.06.19,Fail,PROD|Not compatible with IOS 13|Update not found|Updating
120,Instagram,04.07.19,Pass,
128,Uber,05.01.19,Fail,PROD|np.arange(8)|numpy array out of range|looping
130,ACM,07.22.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
8,Uber,04.29.19,Pass,
64,Hotstar,09.13.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
132,TechCrunch,04.06.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
182,Uber,06.15.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
61,Zomato,06.12.19,Fail,"DEV|for val in ""string"": |val : undefined variable|iteration"
109,Zomato,05.04.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
165,ACM,09.11.19,Pass,
174,UberEats,04.04.19,Fail,PROD|np.arange(8)|numpy array out of range|looping
22,Instagram,05.18.19,Pass,
36,ACM,09.22.19,Pass,
71,Uber,07.23.19,Pass,
144,Facebook,09.01.19,Pass,
94,Instagram,07.23.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
6,Guardian,07.03.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
46,Hotstar,06.14.19,Pass,
101,UberEats,04.11.19,Pass,
147,Hotstar,04.20.19,Pass,
8,Guardian,08.02.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
164,UberEats,04.05.19,Pass,
116,Hotstar,06.24.19,Pass,
64,Uber,06.20.19,Pass,
131,Facebook,05.27.19,Pass,
181,UberEats,08.11.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
127,TechCrunch,07.02.19,Fail,DEV|plt.show()|plt:undefined name|displaying
53,Instagram,06.23.19,Pass,
199,Uber,05.29.19,Fail,PROD|np.arange(8)|numpy array out of range|looping
50,TechCrunch,07.30.19,Pass,
7,Hotstar,08.24.19,Fail,"DEV|for val in ""string"": |val : undefined variable|iteration"
86,Uber,08.22.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
66,Zomato,05.14.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
90,Hotstar,09.03.19,Pass,
59,UberEats,07.29.19,Pass,
55,ACM,08.11.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
11,Guardian,05.05.19,Fail,UAT|import pandasa as pd|pandasa: Package not found|importing
21,Guardian,05.29.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
102,Hotstar,05.23.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
58,UberEats,06.15.19,Fail,DEV|plt.show()|plt:undefined name|displaying
131,Uber,08.03.19,Pass,
175,Facebook,04.05.19,Pass,
88,Netflix,05.19.19,Fail,PROD|Not compatible with IOS 13|Update not found|Updating
36,Guardian,07.12.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
49,Zomato,07.29.19,Pass,
6,Hotstar,04.30.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
112,Zomato,07.05.19,Pass,
126,ACM,04.22.19,Pass,
187,Netflix,08.05.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
94,ACM,07.22.19,Pass,
120,Netflix,05.01.19,Fail,UAT|import pandas as pd|package not found|importing
3,UberEats,04.29.19,Pass,
26,TechCrunch,04.30.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
93,Uber,06.23.19,Fail,PROD|np.arange(8)|numpy array out of range|looping
175,Instagram,07.25.19,Pass,
36,Zomato,07.25.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
55,Zomato,05.08.19,Pass,
101,Facebook,07.24.19,Fail,STG|for x in range(10)|List out of index [15]|looping
142,Hotstar,06.08.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
85,Guardian,04.30.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
160,Zomato,08.19.19,Pass,
193,Guardian,04.20.19,Pass,
95,Facebook,05.10.19,Pass,
71,TechCrunch,04.08.19,Pass,
123,Instagram,06.11.19,Fail,UAT|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
99,Hotstar,05.21.19,Pass,
26,Instagram,06.08.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
107,Guardian,07.27.19,Pass,
16,UberEats,04.18.19,Pass,
74,Hotstar,05.01.19,Fail,STG|while var >! 0:  |invalid operator|validation
154,Guardian,04.20.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
86,Hotstar,09.23.19,Pass,
189,UberEats,04.20.19,Pass,
181,Instagram,05.13.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
172,ACM,06.20.19,Pass,
60,Instagram,07.11.19,Pass,
191,TechCrunch,08.13.19,Pass,
128,Instagram,07.16.19,Pass,
122,Instagram,09.23.19,Pass,
57,TechCrunch,08.02.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
198,ACM,09.08.19,Pass,
164,Facebook,09.26.19,Fail,"DEV|for val in ""string"": |val : undefined variable|iteration"
66,TechCrunch,07.31.19,Fail,UAT|import pandas as pd|package not found|importing
140,Zomato,09.28.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
187,Instagram,08.04.19,Pass,
124,Guardian,07.07.19,Fail,STG|for x in range(10)|List out of index [15]|looping
64,TechCrunch,08.28.19,Pass,
69,ACM,07.16.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
67,UberEats,07.20.19,Pass,
98,UberEats,07.21.19,Pass,
51,ACM,09.13.19,Pass,
163,Hotstar,05.29.19,Pass,
35,UberEats,05.28.19,Fail,"DEV| print ""Ok""|Missing parentheses in call to 'print'| printing"
22,Guardian,07.18.19,Fail,DEV|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming
199,Uber,04.15.19,Pass,
73,ACM,05.14.19,Pass,
133,Netflix,09.24.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
144,TechCrunch,04.23.19,Pass,
200,Guardian,07.20.19,Fail,"DEV|print(""sum is"",a+b)|No varibles named a and b|retrive data"
140,UberEats,06.01.19,Pass,
26,UberEats,09.12.19,Pass,
173,ACM,06.01.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
24,Netflix,07.20.19,Pass,
36,TechCrunch,08.21.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
152,TechCrunch,09.19.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
11,Instagram,09.12.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
32,TechCrunch,07.27.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
1,Netflix,05.01.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
118,Zomato,07.18.19,Fail,UAT|import pandasa as pd|pandasa: Package not found|importing
45,TechCrunch,05.05.19,Pass,
113,TechCrunch,05.06.19,Pass,
167,Hotstar,05.06.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
96,Instagram,06.09.19,Pass,
17,Netflix,09.16.19,Pass,
147,Guardian,08.17.19,Pass,
20,Uber,04.27.19,Pass,
156,TechCrunch,07.02.19,Fail,DEV|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming
123,Guardian,07.10.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
110,Guardian,05.31.19,Pass,
109,Guardian,09.08.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
15,Instagram,09.18.19,Pass,
101,Netflix,04.19.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
78,Hotstar,09.18.19,Pass,
178,Guardian,04.05.19,Pass,
48,UberEats,05.21.19,Fail,UAT|import pandasa as pd|pandasa: Package not found|importing
171,Instagram,06.22.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
109,UberEats,08.23.19,Fail,"DEV|for val in ""string"": |val : undefined variable|iteration"
10,TechCrunch,06.08.19,Pass,
166,ACM,05.27.19,Pass,
20,Netflix,08.16.19,Pass,
145,Hotstar,09.07.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
74,UberEats,07.01.19,Pass,
164,Guardian,06.01.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
168,UberEats,04.01.19,Fail,"DEV|print(""sum is"",a+b)|No varibles named a and b|retrive data"
52,Facebook,04.06.19,Pass,
25,Uber,06.25.19,Pass,
123,Hotstar,04.16.19,Pass,
126,Zomato,06.17.19,Pass,
83,Zomato,06.05.19,Pass,
9,TechCrunch,05.13.19,Pass,
132,TechCrunch,09.05.19,Pass,
171,Uber,08.11.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
11,UberEats,09.30.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
31,Instagram,05.24.19,Pass,
5,Zomato,05.01.19,Pass,
183,Netflix,04.19.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
71,Zomato,04.28.19,Pass,
141,Facebook,09.24.19,Pass,
37,Zomato,04.04.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
90,Uber,05.25.19,Pass,
11,UberEats,04.08.19,Pass,
78,Uber,07.29.19,Fail,"PROD|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
57,TechCrunch,07.06.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
134,TechCrunch,09.29.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
60,Guardian,04.26.19,Pass,
131,Hotstar,05.28.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
106,Guardian,07.27.19,Pass,
22,Guardian,06.08.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
8,ACM,05.03.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
99,Zomato,09.15.19,Fail,"DEV| print ""Ok""|Missing parentheses in call to 'print'| printing"
79,Uber,08.03.19,Fail,PROD|import seaborn as sns|seaborn: Package not found|Coloring
46,Netflix,04.29.19,Pass,
171,TechCrunch,06.13.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
140,TechCrunch,07.18.19,Pass,
76,TechCrunch,09.16.19,Fail,UAT|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
76,UberEats,06.29.19,Fail,"DEV| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
76,Facebook,04.22.19,Pass,
121,TechCrunch,09.28.19,Pass,
122,ACM,07.22.19,Pass,
142,Instagram,07.19.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
155,Zomato,05.30.19,Pass,
165,UberEats,06.04.19,Pass,
182,TechCrunch,04.20.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
38,ACM,04.06.19,Pass,
162,Guardian,07.27.19,Pass,
18,ACM,05.02.19,Pass,
85,TechCrunch,05.17.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
75,Uber,07.25.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
110,Instagram,09.06.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
118,UberEats,07.26.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
193,Netflix,04.04.19,Pass,
83,Guardian,05.04.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
192,TechCrunch,09.28.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
147,Netflix,08.22.19,Pass,
3,UberEats,07.03.19,Pass,
5,TechCrunch,04.09.19,Pass,
60,Hotstar,08.21.19,Pass,
153,Netflix,09.06.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
70,Facebook,09.17.19,Pass,
32,Zomato,06.02.19,Pass,
72,Facebook,05.17.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
85,TechCrunch,07.20.19,Fail,STG|for i in Age|list index out of range|looping
111,ACM,07.18.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
199,Hotstar,05.08.19,Pass,
6,Guardian,09.11.19,Pass,
193,Guardian,06.21.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
160,Instagram,04.28.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
117,ACM,06.28.19,Fail,PROD|np.arange(8)|numpy array out of range|looping
142,Netflix,08.10.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
1,Uber,04.24.19,Pass,
94,Hotstar,05.21.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
147,Facebook,09.08.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
192,Zomato,05.07.19,Fail,DEV|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming
173,Netflix,07.19.19,Pass,
4,Zomato,04.25.19,Pass,
39,TechCrunch,06.24.19,Fail,UAT|import pandas as pd|package not found|importing
125,Hotstar,04.22.19,Fail,UAT|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
83,Instagram,09.21.19,Pass,
57,ACM,07.07.19,Pass,
59,Hotstar,04.25.19,Pass,
68,Zomato,04.24.19,Fail,DEV|plt.show()|plt:undefined name|displaying
161,TechCrunch,06.07.19,Fail,PROD|import seaborn as sns|seaborn: Package not found|Coloring
53,Uber,04.06.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
96,Facebook,04.10.19,Pass,
136,Hotstar,07.09.19,Fail,"DEV| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
2,Netflix,06.15.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
191,Uber,04.05.19,Pass,
147,TechCrunch,05.16.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
139,TechCrunch,06.28.19,Pass,
59,Hotstar,08.07.19,Fail,DEV|df.read_csv(...)|file not found|Importing file
111,Instagram,04.30.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
17,Guardian,04.10.19,Pass,
128,Zomato,04.18.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
140,Zomato,08.30.19,Fail,"DEV| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
85,TechCrunch,05.25.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
82,Facebook,06.18.19,Pass,
30,Zomato,06.03.19,Pass,
71,UberEats,06.23.19,Pass,
188,Guardian,04.24.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
97,Uber,07.27.19,Pass,
59,Instagram,08.30.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
54,Zomato,09.08.19,Pass,
153,Instagram,05.14.19,Pass,
143,Netflix,04.14.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
120,TechCrunch,08.09.19,Pass,
40,Guardian,04.09.19,Fail,STG|while var >! 0:  |invalid operator|validation
165,Facebook,04.11.19,Fail,"PROD|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
200,Guardian,04.04.19,Pass,
197,UberEats,06.25.19,Fail,DEV|df.read_csv(...)|file not found|Importing file
66,Guardian,08.23.19,Pass,
196,Guardian,08.10.19,Pass,
22,ACM,08.15.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
64,Uber,09.28.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
155,TechCrunch,05.12.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
121,Uber,08.22.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
162,UberEats,09.14.19,Pass,
92,Instagram,08.14.19,Pass,
86,Uber,07.03.19,Pass,
175,Instagram,07.03.19,Pass,
118,Guardian,04.12.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
45,Facebook,08.06.19,Pass,
134,Facebook,09.13.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
138,Zomato,04.04.19,Pass,
54,Uber,06.23.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
14,Instagram,04.27.19,Pass,
128,Uber,08.25.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
146,ACM,06.01.19,Pass,
140,UberEats,08.20.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
104,Uber,05.09.19,Pass,
91,Uber,06.27.19,Pass,
4,ACM,09.04.19,Pass,
66,Uber,04.12.19,Pass,
26,Facebook,07.05.19,Pass,
12,Facebook,09.06.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
180,Instagram,06.22.19,Pass,
185,Guardian,04.06.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
170,ACM,08.24.19,Pass,
14,Uber,05.15.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
135,UberEats,07.14.19,Pass,
66,Uber,05.09.19,Pass,
118,Facebook,07.20.19,Fail,"DEV| print ""Ok""|Missing parentheses in call to 'print'| printing"
80,Uber,06.18.19,Pass,
154,Hotstar,07.05.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
110,Hotstar,07.01.19,Fail,STG|for i in Age|list index out of range|looping
65,Zomato,07.17.19,Fail,"DEV|print(""sum is"",a+b)|No varibles named a and b|retrive data"
98,Guardian,06.03.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
85,Guardian,04.21.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
98,Hotstar,04.25.19,Pass,
123,Facebook,07.08.19,Pass,
132,Hotstar,05.01.19,Pass,
109,TechCrunch,06.03.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
173,Netflix,04.27.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
61,Instagram,08.05.19,Pass,
68,ACM,06.04.19,Pass,
170,ACM,08.27.19,Fail,"PROD|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
28,UberEats,05.11.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
73,Facebook,04.28.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
104,TechCrunch,09.22.19,Fail,"DEV| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
28,Netflix,05.04.19,Fail,STG|while var >! 0:  |invalid operator|validation
44,Uber,04.02.19,Pass,
200,Instagram,09.06.19,Pass,
153,Zomato,06.15.19,Pass,
116,Guardian,08.01.19,Pass,
62,TechCrunch,07.10.19,Fail,"PROD|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
135,Zomato,06.22.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
107,Uber,08.25.19,Pass,
105,Netflix,08.24.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
66,ACM,08.31.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
80,Uber,05.04.19,Pass,
158,ACM,07.12.19,Pass,
97,Uber,08.12.19,Pass,
92,ACM,09.01.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
20,Hotstar,07.25.19,Fail,UAT|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
191,Netflix,09.10.19,Pass,
33,Instagram,04.19.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
126,Hotstar,05.21.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
118,Zomato,09.13.19,Pass,
125,Netflix,09.11.19,Pass,
176,ACM,06.27.19,Pass,
159,Facebook,04.05.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
12,Guardian,09.24.19,Pass,
194,Zomato,05.26.19,Pass,
72,Instagram,06.20.19,Pass,
6,Guardian,08.23.19,Pass,
2,ACM,06.07.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
94,Guardian,04.26.19,Pass,
164,Facebook,04.04.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
102,Guardian,07.28.19,Pass,
86,Facebook,04.03.19,Pass,
98,Uber,08.02.19,Pass,
160,Netflix,04.22.19,Pass,
199,Guardian,04.22.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
118,UberEats,04.04.19,Fail,UAT|import pandas as pd|package not found|importing
115,Guardian,06.29.19,Pass,
78,UberEats,08.04.19,Pass,
178,Netflix,07.08.19,Pass,
34,UberEats,06.12.19,Pass,
153,Instagram,04.16.19,Fail,"PROD|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
179,Hotstar,07.27.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
176,Guardian,06.24.19,Pass,
102,Netflix,07.08.19,Fail,STG|while var >! 0:  |invalid operator|validation
137,Guardian,07.28.19,Pass,
15,Uber,05.04.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
39,Facebook,07.12.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
178,Hotstar,04.03.19,Pass,
4,Guardian,08.26.19,Pass,
156,UberEats,08.29.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
87,Instagram,05.03.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
134,Hotstar,09.23.19,Pass,
188,Instagram,06.11.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
61,Facebook,06.22.19,Pass,
68,Facebook,08.21.19,Fail,UAT|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
130,Facebook,05.05.19,Pass,
193,Hotstar,05.10.19,Pass,
79,Netflix,06.23.19,Pass,
2,Zomato,05.14.19,Fail,"DEV| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
194,Hotstar,09.18.19,Pass,
124,ACM,08.15.19,Pass,
79,Zomato,08.13.19,Fail,"DEV| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
11,Zomato,07.24.19,Pass,
89,Instagram,05.15.19,Pass,
52,Hotstar,07.25.19,Fail,UAT|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
147,ACM,04.08.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
161,Guardian,07.19.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
72,Facebook,07.14.19,Pass,
40,Guardian,07.10.19,Pass,
45,Uber,05.22.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
118,Facebook,09.30.19,Pass,
135,Netflix,09.02.19,Pass,
157,Instagram,07.25.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
172,Instagram,05.12.19,Pass,
107,Zomato,05.21.19,Fail,DEV|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming
41,Zomato,04.13.19,Pass,
180,UberEats,07.09.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
132,Uber,09.24.19,Fail,DEV|df.read_csv(...)|file not found|Importing file
31,Instagram,09.05.19,Pass,
2,TechCrunch,07.23.19,Pass,
77,Hotstar,08.01.19,Pass,
14,UberEats,05.11.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
132,ACM,05.16.19,Pass,
43,UberEats,04.16.19,Pass,
23,Guardian,06.27.19,Pass,
137,Instagram,07.06.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
73,UberEats,04.16.19,Pass,
114,ACM,09.22.19,Pass,
151,UberEats,05.28.19,Fail,DEV|df.read_csv(...)|file not found|Importing file
191,Hotstar,09.16.19,Pass,
185,UberEats,08.08.19,Pass,
66,Guardian,06.06.19,Pass,
132,ACM,08.14.19,Pass,
91,Netflix,07.24.19,Pass,
71,Netflix,04.09.19,Pass,
158,TechCrunch,04.12.19,Fail,"DEV|print(""sum is"",a+b)|No varibles named a and b|retrive data"
